phrase,label,source
Can be purchased from Unbreakable Patches for 200 souls each. 1x Can be found above and to the left of the bonfire at the Dilapidated Bridge in the Undead Settlement 2x Found behind some crates to the left of the main gate in the Cathedral of the Deep. 2x Found at the top of a short ladder right below the Profaned Capital bonfire.,,darksouls3
Rusted Gold Coin,,darksouls3
Increases Item Discovery by 100 for 60 seconds.,,darksouls3
"7x can be obtained as a Burial Gift. 1x Found in Farron Keep, hidden behind the wall next to the third extinguishable fire, where Heysel invades. Found at Irithyll of the Boreal Valley: while on the way to the Irithyll Dungeon from Church of Yorshka bonfire, found on a corpse next to a couple of wolves. 2x Dropped by a mimic in the left treasure room before Yhorm the Giant. 1x Found at Profaned Capital, at the end of the narrow hallway that leads to the toxic area. Very rare drop from white-robed Handmaids in Profaned Capital",,darksouls3
Young White Branch,,darksouls3
Makes you harder to be spotted. One use only. The Giant Sniper in Undead Settlement will not target you while carrying one of these.,,darksouls3
"1x can be obtained as a Burial Gift. Sold by Shrine Handmaid for 1,000 souls after giving her the Xanthous Ashes. A unique white branch can be obtained by speaking with the Giant of the Undead Settlement and making peace with him. 3x Found at Undead Settlement in the graveyard by the white tree. 2x Found at Cathedral of the Deep by the white tree in a graveyard. 2x Found in the Farron Keep ruins by a white tree.",,darksouls3
Toss to leave a colored light marker on the ground. OR Trade at Crow's Nest (Pickle-Pee) for a Twinkling Titanite.,,darksouls3
"Sold by Shrine Handmaid for 10 souls. 10x Found in the poison swamp of Farron Keep, near the first bonfire.",,darksouls3
Returns player to last bonfire or the one in Firelink Shrine,,darksouls3
Cathedral of the Deep Undead Settlement Smouldering Lake Cemetery of Ash Sold by Shrine Handmaid,,darksouls3
Seed of a Giant Tree,,darksouls3
Enemies react to invaders.,,darksouls3
One can be held at a time by checking the giant tree in Firelink Shrine.,,darksouls3
Divine Spear Fragment,,darksouls3
Summon a row of upwardly thrusting ritual spears.,,darksouls3
Spears of the Church covenant reward for turning in 30 Filianore's Spear Ornament,,darksouls3
Ritual Spear Fragment,,darksouls3
Can be found behind the Spears of the Church Shrine. Which is just before the Cathedral Ringed knight.,,darksouls3
Give to Orbeck of Vinheim to unlock Great Farron Dart and Farron Hail,,darksouls3
"Farron Keep, Keep Ruins bonfire. Look left after going down to swamp ( see n12 in map ). It is across the swamp guarded by enemies. Mushroom corner",,darksouls3
"Give to Orbeck of Vinheim to unlock Cast Light, Repair, Hidden Body, Hidden Weapon, and Twisted Wall of Light",,darksouls3
"Farron Keep, Keep ruins bonfire. Walk all the way down to the end of the fallen bridge, and follow the right wall through the poison swamp. The scroll is in a cave at the end of that wall guarded by some basilisks.",,darksouls3
Give to Orbeck of Vinheim to unlock Soul Spear and Homing Soulmass,,darksouls3
"Irithyll Dungeon, poison swamp in Profaned Capital. Climb to the roof of the building and defeat the sorcerer NPC.",,darksouls3
"Give to Orbeck of Vinheim to unlock Homing Crystal Soulmass, Crystal Soul Spear, and Crystal Magic Weapon",,darksouls3
"Lothric Castle, defeat the Crystal Sage in the Grand Archives",,darksouls3
Fires a soul arrow.,,darksouls3
"Sold by Yoel of Londor for 1,000 souls Sold by Yuria of Londor for 1,000 souls Sold by Orbeck of Vinheim for 1,000 souls Starting Equipment for the Sorcerer",,darksouls3
Great Soul Arrow,,darksouls3
Fires a more powerful soul arrow.,,darksouls3
"Sold by Orbeck of Vinheim for 3,000 souls",,darksouls3
Heavy Soul Arrow,,darksouls3
Fires a heavy soul arrow.,,darksouls3
"Sold by Yoel of Londor for 2,000 souls Sold by Yuria of Londor for 2,000 souls Sold by Orbeck of Vinheim for 2,000 souls Starting Equipment for the Sorcerer",,darksouls3
Great Heavy Soul Arrow,,darksouls3
Fires a more powerful heavy soul arrow.,,darksouls3
"Sold by Orbeck of Vinheim for 4,000 souls",,darksouls3
Fires a soul dart.,,darksouls3
"Sold by Yoel of Londor for 1,000 souls Sold by Orbeck of Vinheim for 500 souls Sold by Shrine Handmaid for 1,000 souls",,darksouls3
Great Farron Dart,,darksouls3
Fires a more powerful soul dart.,,darksouls3
"Sold by Orbeck of Vinheim for 2,000 souls Requires Sage's Scroll",,darksouls3
Fires a cascade of soul darts.,,darksouls3
"Sold by Orbeck of Vinheim for 5,000 souls Requires Sage's Scroll",,darksouls3
Releases a homing soulmass.,,darksouls3
"Sold by Orbeck of Vinheim for 6,000 souls Requires Logan's Scroll",,darksouls3
Homing Crystal Soulmass,,darksouls3
Releases a homing crystal soulmass. Crystal soulmass has piercing qualities.,,darksouls3
"Sold by Orbeck of Vinheim for 18,000 souls Requires Crystal Scroll",,darksouls3
Casts a cascade of small crystal soulmasses from above. Crystal soulmasses have piercing qualities.,,darksouls3
Obtained by Soul of a Crystal Sage Transposition,,darksouls3
Fires a soul spear.,,darksouls3
"Sold by Orbeck of Vinheim for 5,000 souls. Requires Logan's Scroll",,darksouls3
Crystal Soul Spear,,darksouls3
Fires a piercing crystal soul spear.,,darksouls3
"Sold by Orbeck of Vinheim for 15,000 souls Requires Crystal Scroll",,darksouls3
White Dragon Breath,,darksouls3
Emits crystal breath of Seath the Scaleless. Crystal breath has piercing qualities.,,darksouls3
Obtained by Soul of Consumed Oceiros Transposition,,darksouls3
Fires a torrential volley of souls.,,darksouls3
Found in Lothric Castle in the Grand Archives behind a hidden room with a Boreal Outrider Knight.,,darksouls3
Attacks with a greatsword formed from souls.,,darksouls3
"Sold by Yoel of Londor for 5,000 souls Sold by Yuria of Londor for 5,000 souls Sold by Orbeck of Vinheim for 5,000 souls",,darksouls3
Alteration of Soul Greatsword developed by sorcerers of the Undead Legion of Farron.,,darksouls3
Reinforce right weapon with magic.,,darksouls3
"Sold by Yoel of Londor for 4,500 souls Sold by Yuria of Londor for 4,500 souls Sold by Orbeck of Vinheim for 3,000 souls",,darksouls3
Great Magic Weapon,,darksouls3
Greatly reinforces right weapon with magic.,,darksouls3
"From the Farron Keep Perimeter bonfire, turn around 180 and head towards the shortcut gate to Road of Sacrifices. The spell will be on a corpse at the gate.",,darksouls3
Crystal Magic Weapon,,darksouls3
Reinforces right weapon with crystal.,,darksouls3
"Sold by Orbeck of Vinheim for 10,000 souls Requires Crystal Scroll",,darksouls3
Reinforce left shield with magic.,,darksouls3
Great Magic Shield,,darksouls3
Greatly reinforce left shield with magic,,darksouls3
Found in Irithyll Dungeon,,darksouls3
Masks noises of the caster and prevents fall damage.,,darksouls3
"Sold by Orbeck of Vinheim for 2,000 souls",,darksouls3
Distracts foes with distant sound.,,darksouls3
"Releases dense mist that eats away at HP. Beware, as the caster is not immune to its effect.",,darksouls3
"Sold by Orbeck of Vinheim for 1,000 souls",,darksouls3
Casts a light to illuminate surroundings.,,darksouls3
"Sold by Orbeck of Vinheim for 1,000 souls Requires Golden Scroll",,darksouls3
Repairs equipped weapons and armor. Includes weapons with exhausted durability.,,darksouls3
"Sold by Orbeck of Vinheim for 2,000 souls Requires Golden Scroll",,darksouls3
Turns right weapon invisible.,,darksouls3
"Sold by Orbeck of Vinheim for 1,500 souls Requires Golden Scroll",,darksouls3
Turns body nearly invisible.,,darksouls3
"Sold by Orbeck of Vinheim for 3,000 souls Requires Golden Scroll",,darksouls3
Transforms player into something inconspicuous. (The object will change depending on what area you're in.),,darksouls3
Found near the Church of Yorshka bonfire in Irithyll of the Boreal Valley during Anri of Astora's questline. The spell will drop from an assassin disguised as a statue. Found in the Darkmoon Tomb from the assassin's corpse if not killed earlier.,,darksouls3
Twisted Wall of Light,,darksouls3
Distorts light to deflect magic.,,darksouls3
"Sold by Orbeck of Vinheim for 6,000 souls Requires Golden Scroll",,darksouls3
Fires dark soul dregs.,,darksouls3
Obtained by Soul of the Deacons of the Deep Transposition,,darksouls3
Great Deep Soul,,darksouls3
Fires powerful darkened soul sediment.,,darksouls3
Reward for reaching rank 1 in the covenant Aldrich Faithful.,,darksouls3
Casts a dark manifestation of humanity.,,darksouls3
"Sold by Karla for 15,000 souls",,darksouls3
Strikes with a blade formed of humanity's darkness.,,darksouls3
"Sold by Karla for 8,000 souls",,darksouls3
Imbues right-hand weapon with frost,,darksouls3
Ashes of Ariandel DLC: Near the Giant Flies before the Rope Bridge Cave bonfire,,darksouls3
Creates a cloud of near-freezing mist.,,darksouls3
"Ashes of Ariandel DLC: From Depths of the Painting bonfire, turn left to where the crabs are and keep going until you reach the end of that path. The sorcery will be behind an aggressive Tree Woman",,darksouls3
Great Soul Dregs,,darksouls3
Fires great soul dregs,,darksouls3
The Ringed City DLC: Behind an illusory wall in The Dreg Heap,,darksouls3
Conceive old moonlight sword and attack,,darksouls3
The Ringed City DLC: Transposed with Soul of Darkeater Midir,,darksouls3
Increases dark damage by ~10%.,,darksouls3
Guaranteed drop from the Moaning Knight invader in The Ringed City.,,darksouls3
Dark Clutch Ring,,darksouls3
Increases dark attack damage by 15% (PvE)/8% (PvP). Increases incoming physical damage by 10% (PvE)/15% (PvP).,,darksouls3
"Dropped by a Mimic in the Irythill Dungeon after passing the sleeping giant, at the end of the sewer hallway. The Mimic is on the left side, with the chest containing the Old Cell Key on the right side.",,darksouls3
Crown of Dusk,,darksouls3
Increases magic damage by ~10%.,,darksouls3
"Found near the Keep Ruins bonfire in Farron Keep. Upon exiting the Keep Ruins bonfire room, head northwest to find a tall, white tree (there will be a Great Crab in the way). The Crown of Dusk is at the base of the tree.",,darksouls3
Magic Clutch Ring,,darksouls3
Increases magic attack damage by 15%(PvE)/8% (PvP). Increases incoming physical damage by 10% (PvE)/15% (PvP).,,darksouls3
"Irithyll of the Boreal Valley. From the Church of Yorshka bonfire, head out of the church the way you came in and head left towards the Pontiff Knights and Fire Witches. In this area is an Illusory Wall on the right. It is behind the wall.",,darksouls3
Young Dragon Ring,,darksouls3
Increases sorceries damage by 12%.,,darksouls3
"Starting equipment for the Sorcerer. Given by Orbeck of Vinheim, after purchasing any 3 Sorceries, giving him any 1 Scroll and playing as any Class but a Sorcerer.",,darksouls3
Bellowing Dragoncrest Ring,,darksouls3
Increases sorceries damage by 20%.,,darksouls3
"From the Irithyll Dungeon Irithyll Dungeonbonfire, head straight into the large room and then turn right, proceed until the end of the corridor and open the gate with the Jailbreaker's Key. The ring is on the rocks below.",,darksouls3
Increases intelligence by 5 points.,,darksouls3
"Found at Grand Archives, before the bridge where the crystal sage warps to, there will be a lever for a shortcut just right of the bridge, it will be on a body through the shortcut.",,darksouls3
Lingering Dragoncrest Ring,,darksouls3
Extends length of spell effect by 30%. +1 Version: +35%. +2 Version: +40%.,,darksouls3
"Farron Keep, Keep Ruins bonfire. Drops from the Great Crab patrolling a white birch tree. +1 Version (NG+): Found next to the giant crab just below the Crucifixion Woods bonfire in the Road of Sacrifices. +2 Version (NG++): Located in Lothric Castle. Before the Lothric Prince Boss fight, there is a dome shaped roof with three golden Winged Knights. Go up the spiral staircase at the center of the dome shaped roof. You'll encounter a ladder, don't go up the ladder, instead go around the ledge to find this ring on a corpse hidden in an alcove.",,darksouls3
Spell casting speed increased as if you had +30 higher dexterity. +1 Version: +35. +2 Version: +40.,,darksouls3
"Found to the left of the swamp area of Road of Sacrifices inside a room with an enemy. +1 Version (NG+): found in the rafters above the Archives. Drop down from the roof where the golden winged knights are located. +2 Version (NG++): Located in the Consumed King's garden. When initially taking the elevator down, get off halfway to a ledge. Turn left and drop down onto some broken stairs. Pick up the item here and look to the left to find the ring on another set of broken stairs. You can get over there with a well timed roll.",,darksouls3
Allows attunement of additional spells.,,darksouls3
Sold by Irina of Carim for 300 souls.,,darksouls3
Drops from a Deacon in a tower outside the Cathedral of the Deep.,,darksouls3
Gives 2 extra attunement slots.,,darksouls3
Rank 1 covenant reward: Blades of the Darkmoon.,,darksouls3
Dusk Crown Ring,,darksouls3
"Reduces FP consumption of Sorceries, Pyromancies and Miracles by 25%. Reduces maximum HP by 20%.",,darksouls3
"Located in the Irithyll Dungeon. The ring is in a cell next to Xanthous Ashes, in the room where there are 8 Jailers.",,darksouls3
Lloyd's Sword Ring,,darksouls3
Boosts Attack Rating (all damage) by +10% when HP is full (over 99% HP).,,darksouls3
Found at the Cathedral of the Deep near the first giant you encounter that swings at you. It's on the ground on corpse as you run by.,,darksouls3
"Increases sorceries damage by 10%, including Magic and Dark Sorceries.",,darksouls3
"Drops from Scholars wielding this weapon in the Grand Archives. Can be bought from Shrine Handmaid (if you give her Greirat's Ashes, provided that he has at least survived pillaging the Undead Settlement) or it can be bought from Greirat of the Undead Settlement.",,darksouls3
Multiple places. See the Staves page for more information.,,darksouls3
"Looted from Grand Archives, in a room behind the spear knight in the same area as the first wax pool.",,darksouls3
Catalyst / Weapon,,darksouls3
"Dropped by invading dark spirit Yellowfinger Heysel in Road of Sacrifices. Alternatively, will drop from the worm-like enemy in Rosaria's room if it appears.",,darksouls3
Golden Ritual Spear,,darksouls3
Catalyst (scales on faith) / Weapon,,darksouls3
"Dropped from a Mimic just above Pontiff Sulyvahn bonfire, at the Irithyll of the Boreal Valley.",,darksouls3
Transposable from Soul of the Deacons of the Cathedral of the Deep.,,darksouls3
Drops from Fire Witches in Irithyll of the Boreal Valley.,,darksouls3
Aged One's Exultation,,eldenring
Madness in the vicinity increases attack power by 20% for 30 seconds,,eldenring
Abyssal Woods: Dropped by the Winter Lantern enemy you kill nearest to the Abandoned Church. These enemies can only be killed by executing a parry and riposte just as they are about to catch you. Elden Ring Map,,eldenring
Shadow of the Erdtree DLC,,eldenring
Boosts resistance stats by roughly 350 for a short time after a status effect is applied to you,,eldenring
The Ailment Talisman can be looted from a corpse. The body can be found lying at the edge of an unfinished wooden bridge of the Abandoned Ailing Village. [Elden Ring Shadow of the Erdtree Interactive Map ],,eldenring
Arrow's Soaring Sting Talisman,,eldenring
Increases the effective range of bows by 50% and raises attack power of arrows and bolts by 8%,,eldenring
"Found on top of a tower at Fog Rift Fort. From within the door of the tower where Black Knight Garrew was, go through a gap between the tower and the rock wall to the right of the door. Take the stairs going up around the cliff, then at the top take the ladder to the right going up the upper level of the tower. On reaching the top turn left to take another latter leading to the uppermost level of the tower, where a treasure chest resides that holds the Talisman. See Shadow of the Erdtree Map",,eldenring
"Shortens casting speed for sorcery and incantations by the utmost, but increases damage taken",,eldenring
Given by Count Ymir after completing the first part of his quest line. Elden Ring Shadow of the Erdtree Map,,eldenring
Blade of Mercy,,eldenring
Raises attack power by 20% for 20 seconds after each critical hit,,eldenring
"Scorched Ruins: Once you head up on the left side of the building, cross to the other side using the cloth-like material as a bridge, and enter the door on the left. Open the chest inside to find the item. See Shadow of the Erdtree Map",,eldenring
Blessed Blue Dew Talisman,,eldenring
Slowly restores FP (0.5 FP per second),,eldenring
Church of Benediction. Head inside the church and investigate the statue of Marika to find the Talisman See Shadow of the Erdtree Map,,eldenring
Boltdrake Talisman +3,,eldenring
Boosts lightning damage negation by 22%,,eldenring
"Boltdrake Talisman +3, can be found at Shadow Keep. From the Storehouse Site of Grace, First Floor, take the small stairs up and turn right while on the wooden platform. You will be attacked by a Fire Knight at a Distance, jump at what appears to be a dining area with tables and chairs to find the item there. See Shadow of the Erdtree Map",,eldenring
Cerulean Seed Talisman +1,,eldenring
Greatly boosts FP restoration from Flask of Cerulean Tears by 30%,,eldenring
Sound the Hanging Bell in Finger Ruins of Dheo. Elden Ring Shadow of the Erdtree Interactive Map,,eldenring
Clarifying Horn Charm +2,,eldenring
Vastly raises focus by 230,,eldenring
"+2 variant: Lamenter's Gaol: After dropping down the small cave infested with rats, continue following the path and go straight. You'll find this talisman on a corpse on the right side once you enter the area. See Shadow of the Erdtree Map",,eldenring
Crimson Amber Medallion +3,,eldenring
Boosts maximum HP by 10%,,eldenring
A +3 variant of the Crimson Amber Medallion drops as a reward upon defeating the Death Knight boss located at the Fog Rift Catacombs. See Shadow of the Erdtree Map [ Video Link ],,eldenring
Cerulean Amber Medallion +3,,eldenring
Boosts maximum FP by 12.5%,,eldenring
Can be obtained after defeating the Death Knight in Scorpion River Catacombs. Elden Ring Shadow of the Erdtree Interactive Map [ Video Link ],,eldenring
Crimson Seed Talisman +1,,eldenring
Greatly boosts HP restoration from Flask of Crimson Tears by 30%,,eldenring
"In the centre of the Finger Ruins of Rhia. Go to the large ring of fingers (as shown by the Ruins Map given by Count Ymir ), and then sound the hanging bell from one of the fingers that's pointing down. The Hole-Laden Necklace given by Ymir is required to sound it. Elden Ring Shadow of the Erdtree Interactive Map",,eldenring
Raises attack power by 15% for 20 seconds after defeating an enemy,,eldenring
The Crusade Insignia Talisman is acquired upon defeating the Fire Knight Queelign NPC Invader. See Shadow of the Erdtree Map,,eldenring
Raises attack power by 15% for 30 seconds when summoned spirit dies,,eldenring
"Belurat Tower Settlement: From where you got the Bone Bow, as you exit the doorway, make a hard left and you'll see a pile of rubble that you can jump on and you'll see there's a secret room tucked behind it. Go inside a large storeroom where you can find the following items: x5 Thin Beast Bones, x1 Scadutree Fragment, and x1 Dried Bouquet. See Shadow of the Erdtree Map",,eldenring
Enraged Divine Beast,,eldenring
Raises damage of storms by 10%,,eldenring
Can be selected as one of the possible rewards when trading Remembrance of the Dancing Lion with Enia at the Roundtable Hold.,,eldenring
Fine Crucible Feather Talisman,,eldenring
Improves backsteps but increases damage taken by 15%,,eldenring
Climb up on the first tree branch and jump on the second one on the left to find the talisman. Elden Ring Shadow of the Erdtree Interactive Map,,eldenring
Flamedrake Talisman +3,,eldenring
Boosts fire damage negation by 22%,,eldenring
"A +3 variation of the Flamedrake Talisman can be found inside a chest. You'll have to go over the cages and on the right side, you'll find the chest that contains the talisman. See Shadow of the Erdtree Map",,eldenring
Boosts holy damage negation by 22%,,eldenring
Scaduview: The talisman is looted from a corpse found inside the trunk of a tree. The corpse is located in the Scaduview region. See Shadow of the Erdtree Map,,eldenring
Immunizing Horn Charm +2,,eldenring
Vastly raises immunity by 180,,eldenring
+2 Variant: Drops upon defeating the Lesser Ulcerated Tree Spirit in the sewers section of Belurat Tower Settlement. Map Link [ Video Location ],,eldenring
Enhances dash attacks by 15% in PvE and 7.5% in PvP,,eldenring
"You get it from aiding Needle Knight Leda in invading and defeating Hornsent after she chooses him as a target, you have to go back to the Highroad Cross site of grace and talk to her after doing so and she will give the talisman to you.",,eldenring
Mottled Necklace +2,,eldenring
"Vastly raises robustness, immunity, and focus by 100",,eldenring
"+2 Version - In the Rauh Ancient ruins just after getting past the forge giant across the bridge. You must make your way through the ruin it was in front of, and once at the top proceed past the large stone structure all the way to the end of the area and unblock the spirit spring. Then jump down onto the spring and jump back up to the opposite side. The necklace will be at the top of the stairs. See Shadow of the Erdtree Map",,eldenring
Outer God Heirloom,,eldenring
Raises arcane +5,,eldenring
"Found inside a chest, at the top of Prospect Town. Inside a small building. See Shadow of the Erdtree Map",,eldenring
Pearl Shield Talisman,,eldenring
Boosts all non-physical damage negation by 20% while guarding,,eldenring
Found inside a chest in a small camp of Messmer soldiers in the woods. Southwestern of Taylew's Ruined Forge Site of Grace. Elden Ring Shadow of the Erdtree Interactive Map,,eldenring
Pearldrake Talisman +3,,eldenring
Boosts non-physical damage negation by 11%,,eldenring
"+3 Variation: Can be found within Shadow Keep, Specimen Storehouse. You must progress until the sixth floor to pull the lever that moves the statues. Once you do this, return to the second floor and find the head of the statue to pull this item from its beard. Shadow of the Erdtree Map.",,eldenring
Enhances attacks by 45% after maintaining the same stance for 1 second,,eldenring
"Located in Castle Ensis just behind hostile NPC Moonrithyll, lying on an altar. [Elden Ring Shadow of the Erdtree Interactive Map ]",,eldenring
Enhances attacks executed after rolling or backstepping by 17%,,eldenring
"You need to follow Leda's questline, and invade Ansbach. Then return to the grace where You talk to Leda and say your farewells. She will give you this talisman before her dialogue ends",,eldenring
Boosts attack power of precision-aimed shots by 12%,,eldenring
Found inside Albinauric's Shack. Elden Ring Shadow of the Erdtree Interactive Map,,eldenring
Shattered Stone Talisman,,eldenring
Raises potency of kicking and stomping skills by 10%,,eldenring
"Moorth Ruins. Fall on the first rooftop visible from the gap on the ground, turn left, and walk on the ledge to find the Talisman. See Shadow of the Erdtree Map",,eldenring
Enhances weapon-throwing attacks by 10%,,eldenring
"Ruined Forge Starfall Past See Shadow of the Erdtree Map The talisman is looted from a corpse. The body is inside a room filled with Fire Blob enemies, on the upper-most level of the Ruined Forge of Starfall Past.",,eldenring
Spelldrake Talisman +3,,eldenring
Boosts magic damage negation by 22%,,eldenring
A +3 variant of the Spelldrake Talisman can be looted off a corpse. The body is located inside a storeroom underneath the castle front bridge of Castle Ensis. See Shadow of the Erdtree Map,,eldenring
St. Trina's Smile,,eldenring
Sleep in the vicinity increases attack power by 20% for 30 seconds,,eldenring
"Obtained as a drop upon defeating a hostile NPC, Thiollier. See Shadow of the Erdtree Map Thiollier only becomes hostile if you pursue St. Trina and Thiollier 's quest. Please visit their pages for the quest guide.",,eldenring
Stalwart Horn Charm +2,,eldenring
Vastly raises robustness by 180,,eldenring
"+2 variant can be found at Bonny Gaol: After you jump down the hole, head east past the rats and climb up the ladder. Defeat the Inner Jar monster, you will find the talisman in the room. See Shadow of the Erdtree Map [ Video Location ]",,eldenring
Talisman of All Crucibles,,eldenring
"Grants effects of all crucible talismans, but but increases damage taken by 45%",,eldenring
"Start at the Ancient Ruins, Grand Starway Site of Grace, head southwest to the elevator. At bottom of the elavator looking south west, there is 2 paths of floating platforms, go to the left one, following it around and it loops to chest with this talisman. See Shadow of the Erdtree Map [ Video Link ]",,eldenring
Talisman of Lord's Bestowal,,eldenring
Increases poise by 54% after using a flask of tears,,eldenring
Shadow Keep. Can be found beside the big golden tree. See Shadow of the Erdtree Map,,eldenring
Talisman of the Dread,,eldenring
Raises potency of magma by 15%,,eldenring
Elder's Hovel: Can be found on a corpse inside Elder's Hovel. Elden Ring Shadow of the Erdtree Map,,eldenring
Two-Handed Sword Talisman,,eldenring
Enhances attacks with two-handed weapons by 15%,,eldenring
"Temple Town Ruins: After the fight with the Horned Warrior, just continue up to the next room to find a chest with this item inside. Elden Ring Shadow of the Erdtree Interactive Map",,eldenring
Two-Headed Turtle Talisman,,eldenring
Greatly raises stamina recovery speed by 10/s (22.2%).,,eldenring
It's inside a cave beneath a waterfall guarded by enemies Just east of Rivermouth Cave. Elden Ring Shadow of the Erdtree Interactive Map,,eldenring
"Takes 10% less damage when at heavy load, and 20% when overloaded",,eldenring
"Ancient Rauh Ruins, in front of a statue. Elden Ring Shadow of the Erdtree Map [ Video Link ]",,eldenring
Viridian Amber Medallion +3,,eldenring
Boosts maximum stamina by 17%,,eldenring
"Darklight Catacombs, right after the first canon imp. Jump over on the ledge to the right and then drop down to that small archway under it. Elden Ring Shadow of the Erdtree Interactive Map",,eldenring
Crimson Amber Medallion,,eldenring
Boosts maximum HP by 6%,,eldenring
"Can be purchased from the Nomadic Merchant at the eastern side of Weeping Peninsula, for 1,500 Runes. Map link [ Video Location ]",,eldenring
Crimson Amber Medallion +1,,eldenring
Boosts maximum HP by 7%,,eldenring
"Found in Volcano Manor. Go to the Prison Town Church Site of Grace, go out and through the little town as if you were progressing through the manor as normal, and use a Stonesword Key to go through the fog gate. An Abductor Virgin is there, but you can easily run up the stairs to the level above, where the talisman is on a dead body. Map link [ Video Location ]",,eldenring
Crimson Amber Medallion +2,,eldenring
Boosts maximum HP by 8%,,eldenring
"Can be found just southwest of the Leyndell, Ashen Capital Site of Grace, by dropping down the open sewer grate to the beam below. Map link [ Video Location ]",,eldenring
Drops as a reward upon defeating the Death Knight boss located at the Fog Rift Catacombs. See Shadow of the Erdtree Map [ Video Link ],,eldenring
Crimson Seed Talisman,,eldenring
Boosts HP restoration from the Flask of Crimson Tears by 20%,,eldenring
"Can be found In the first locked imp's room at the beginning of the dungeon in Sainted Hero's Grave, in Altus Plateau. Map link",,eldenring
Boosts HP restoration from the Flask of Crimson Tears by 30%,,eldenring
Blessed Dew Talisman,,eldenring
Restores 2 HP per second,,eldenring
"Leyndell: Found west of the Divine Bridge Site of Grace, guarded by a Golem. Map Link You can teleport here from the Tower of Return in Weeping Peninsula. Map Link Can also be reached from the Fortified Manor in Leyndell Royal Capital, through a closed door in the ground floor entrance hall and up an elevator.",,eldenring
Cerulean Amber Medallion,,eldenring
Boosts maximum FP by 7%,,eldenring
Can be obtained by defeating the Bloodhound Knight in Lakeside Crystal Cave. See the Location on the Elden Ring Map here.,,eldenring
Cerulean Amber Medallion +1,,eldenring
Boosts maximum FP by 9%,,eldenring
Castle Sol: Found on a corpse hanging by a wooden ledge above the southern walls of the castle. This area is accessed by climbing a ladder behind the church in the southeast and following the walls west. Beware the very powerful dual sword knight guarding the area. He can teleport behind you and perform long combos. Map link,,eldenring
Cerulean Amber Medallion +2,,eldenring
Boosts maximum FP by 11%,,eldenring
Lunar Estate Ruins: Found in a treasure chest in an underground room in the northwestern half of the ruins. Look for an Imp Statue pressed up against the wall. This requires one Stonesword Key. The stairs are also concealed by an illusory floor. Simply hit the floor next to the Imp Statue to reveal the stairs. Map link,,eldenring
Cerulean Seed Talisman,,eldenring
Boosts FP restoration from Flask of Cerulean Tears by 20%,,eldenring
"Can be found in the rafters of the Carian Study Hall, next to a body. Map link",,eldenring
Boosts FP restoration from Flask of Cerulean Tears by 30%,,eldenring
Church of Benediction. Head inside the church and investigate the statue of Marika to find the Talisman. See Shadow of the Erdtree Map,,eldenring
Increases poise after using a flask of tears. ~54% poise for 2 seconds.,,eldenring
Viridian Amber Medallion,,eldenring
Boosts maximum stamina by 11%,,eldenring
"Can be found in Tombsward Cave, a small dungeon in the Weeping Peninsula: Located southeast of the Fourth Church of Marika. The medallion is obtained after defeating the boss, Miranda the Blighted Bloom. Map link",,eldenring
Viridian Amber Medallion +1,,eldenring
Boosts maximum stamina by 13%,,eldenring
"Altus Plateau, south of the Outer Wall Battleground Site of Grace: You will hear Margit whisper, ' I see you, Tarnished...' to you before appearing on the road. Defeat him again and it will drop. Map link",,eldenring
Viridian Amber Medallion +2,,eldenring
Boosts maximum stamina by 15%,,eldenring
"Miquella's Haligtree: The closest site of grace is the Haligtree Town Plaza. Go south towards the roof with a dead body on it. For reference, the dead body is two stories above the talisman. Continue southeast, and jump down once. Jump across the gap, and then do an immediate 180 turn and make a running jump into the building below. It'll be in a chest guarded by Scarlet Rot Zombies. Map link [ Video location ]",,eldenring
"Darklight Catacombs, right after the first canon imp. Jump over on the ledge to the right and then drop down to that small archway under it. Map Link [ Video Link ]",,eldenring
Green Turtle Talisman,,eldenring
Raises stamina recovery speed by 8/s (17.7%).,,eldenring
Summonwater Village. In an underground area on the outskirts of the village. Map Link.,,eldenring
Raises Stamina recovery speed 22.2%,,eldenring
Raises maximum Equip Load by 15%,,eldenring
"Given by Nepheli Loux inside the Roundtable Hold. Note that you must exhaust all dialogue with Nepheli in her initial location within Stormveil Castle prior to defeating Godrick the Grafted for her to reward you with the talisman. There are various other triggers that may prevent the player from obtaining the talisman too, such as entering Liurnia prior to defeating Godrick, and possibly entering Caelid. If she does not appear, make sure that you have spoken to Gideon Ofnir and rested at the Godrick the Grafted Site of Grace. She will then reward you with the Arsenal Charm.",,eldenring
Raises maximum Equip Load by 17%,,eldenring
"Can be found in Altus Tunnel. In the second cavern, head through the tunnel in the south to find a wooden balcony overlooking a pit. Drop down on the left side to an overgrown root below. Follow the root going upwards to reach an upper balcony above where you can loot the talisman from a corpse. Map link",,eldenring
Raises maximum Equip Load by 19%.,,eldenring
"Reward for completing the 3 duelist NPC invasions in Dragonbarrow ( Caelid North) for the giant Living Jar in the area. You will only be able to access this area by coming up from Siofra Deep River Well in the underground. This area can also be accessed by climbing the roots above the large crystal at the bottom of the valley. However, this is most likely unintentional. Map Link",,eldenring
"Raises maximum HP (3%), Stamina (7%), and Equip Load (5%)",,eldenring
Can be found at Fringefolk Hero's Grave. (Limgrave),,eldenring
Erdtree's Favor +1,,eldenring
"Raises maximum HP (3.5%), Stamina (8.5%), and Equip Load (6.5%)",,eldenring
