phrase,label,source
143 nothing the beast has nothing left to offer,,darkestdungeon
goldgems x2  gemstrinket x1,,darkestdungeon
40 goldgems x1  gemstrinket x110 negative quirk slow reflexes the hero is covered in a sticky goo10 negative quirk slowdraw the hero is covered in a sticky goo40 nothing,,darkestdungeon
40 goldgems x1  gemstrinket x1,,darkestdungeon
10 negative quirk slowdraw the hero is covered in a sticky goo,,darkestdungeon
left luggagetreasure scrounging,,darkestdungeon
someone dropped this recently probably on the run it has a lock on itthis curio can only appear alongcorridors,,darkestdungeon
50 any loot x4  journal entry the luggage clearly shouldnt have been abandoned valuables inside,,darkestdungeon
mummified remainsbody haunted unholy,,darkestdungeon
bandage a bandage provides protection for a thorough searchgoldtrinkets x2,,darkestdungeon
bandage a bandage provides protection for a thorough search,,darkestdungeon
50 any loot x2 someone couldnt resist stashing treasures inside,,darkestdungeon
25 blight the hero is covered in poisonous sap,,darkestdungeon
holy waterstress heal 30,,darkestdungeon
100 stress heal 20 the fountain reinvigorates the hero,,darkestdungeon
shallow gravebody haunted scrounging,,darkestdungeon
50 blight gravedigging is not the healthiest of professions,,darkestdungeon
someone has camped here recentlythis curio can only appear insiderooms,,darkestdungeon
375 goldsupplies x4  goldheirlooms x4  journal entry someone left valuables inside the tent,,darkestdungeon
375 scouting a map of the area is found inside the tent,,darkestdungeon
125 nothing nothing is left inside the tent,,darkestdungeon
troubling effigyunholy worship,,darkestdungeon
random positive quirk,,darkestdungeon
188 bleed the effigy lashes out rejecting the hero,,darkestdungeon
94 blight the effigy lashes out rejecting the hero,,darkestdungeon
94 stress 15 the effigy lashes out rejecting the hero,,darkestdungeon
25 nothing any power the effigy once had is now lost,,darkestdungeon
shovel the shovel makes easy work of the barnaclesany loot x3,,darkestdungeon
shovel the shovel makes easy work of the barnacles,,darkestdungeon
50 any loot x2 theres still booty inside,,darkestdungeon
25 nothing nothing inside,,darkestdungeon
a puzzlingly ancient sculpture of dizzying implicationthis curio can only appear alongcorridors,,darkestdungeon
shovel the basrelief is crushed with the shovel doesnt feel rightstress 100,,darkestdungeon
brackish tide pooldrink fountain,,darkestdungeon
brackish tide pool,,darkestdungeon
antivenom the water is purified and cleanses the hero,,darkestdungeon
heal 5 hp 50,,darkestdungeon
stress heal 6 50,,darkestdungeon
75 buff 33 blight bleed disease debuff resistances until camp the heros resilience is heightened25 random disease the water is contaminated,,darkestdungeon
75 buff 33 blight bleed disease debuff resistances until camp the heros resilience is heightened,,darkestdungeon
there is something odd about this coralthis curio can only appear alongcorridors,,darkestdungeon
25 nothing nothing here after all,,darkestdungeon
fish idolunholy worship,,darkestdungeon
buff 18 dmg until camp,,darkestdungeon
50 debuff 25 dmg 10 acc until camp an evil force strength engulfs the hero,,darkestdungeon
50 debuff 12 dodge until camp an evil force strength engulfs the hero,,darkestdungeon
gemtrinkets x2  gemgold x1  supplies x2,,darkestdungeon
167 gemtrinkets x1 goldgem x1  supply x1 the fish ate more than its fair share167 disease the red plague the creature is harbouring a dangerous infection111 blight its a trap56 bleed its a trap50 nothing only digested fish inside,,darkestdungeon
167 gemtrinkets x1 goldgem x1  supply x1 the fish ate more than its fair share,,darkestdungeon
167 disease the red plague the creature is harbouring a dangerous infection,,darkestdungeon
111 blight its a trap,,darkestdungeon
56 bleed its a trap,,darkestdungeon
giant oystertreasure scrounging,,darkestdungeon
shovel the shovel prevents the oyster from closingdog treats the oyster seems to like thesegoldtrinkets x3buff 25 dodge until camp,,darkestdungeon
shovel the shovel prevents the oyster from closing,,darkestdungeon
dog treats the oyster seems to like these,,darkestdungeon
buff 25 dodge until camp,,darkestdungeon
40 goldtrinkets x2 there are treasures hidden inside,,darkestdungeon
20 nothing someone has already cleaned house,,darkestdungeon
667 stress heal 2530 the great artifact inspires the hero,,darkestdungeon
the soil is soaked through with halfclotted blood which seemingly feeds these vital blooms,,darkestdungeon
the blood the flowers surge with growth but the blood invites no other occurenceholy water the wilting gives off a noxious odourshovel digging reveals lootnothingstress 15gemsheirlooms x2 667 or any loot x1 333,,darkestdungeon
the blood the flowers surge with growth but the blood invites no other occurence,,darkestdungeon
holy water the wilting gives off a noxious odour,,darkestdungeon
shovel digging reveals loot,,darkestdungeon
gemsheirlooms x2 667 or any loot x1 333,,darkestdungeon
385 stress 15 the blossoms reek of death pestilence and unfathomable nightmares231 scouting a map is nestled between the thorns and blossoms153 any loot x2  167 the blood the potting soil reveals its treasure51 disease tetanus thorns hook into the flesh a cloying sap seeps into the heros blood25 random disease153 nothing apparently these ghoulish flowers are harmless,,darkestdungeon
385 stress 15 the blossoms reek of death pestilence and unfathomable nightmares,,darkestdungeon
153 any loot x2  167 the blood the potting soil reveals its treasure,,darkestdungeon
51 disease tetanus thorns hook into the flesh a cloying sap seeps into the heros blood,,darkestdungeon
25 random disease,,darkestdungeon
153 nothing apparently these ghoulish flowers are harmless,,darkestdungeon
damned fountaindrink fountain ccrave unholy haunted,,darkestdungeon
drink fountain ccrave unholy haunted,,darkestdungeon
a bubbling fountain spews crimson ichor from some damnable source,,darkestdungeon
holy water the purified liquid offers a surprising boontorch burning the blood stings the nostrils and turns the stomachstress heal 30stress 5,,darkestdungeon
torch burning the blood stings the nostrils and turns the stomach,,darkestdungeon
60 bleed the heros scars weep open when bathed in the crimson fluid20 disease crimson curse this bloody artifact invites ailment20 any loot x2  167 bleed treasure lies in the gorefilled basin,,darkestdungeon
60 bleed the heros scars weep open when bathed in the crimson fluid,,darkestdungeon
20 disease crimson curse this bloody artifact invites ailment,,darkestdungeon
20 any loot x2  167 bleed treasure lies in the gorefilled basin,,darkestdungeon
disturbing diversionunholy haunted scrounging torture reflective,,darkestdungeon
unholy haunted scrounging torture reflective,,darkestdungeon
shovel what sadist put treasure in its skullheirlooms x3,,darkestdungeon
shovel what sadist put treasure in its skull,,darkestdungeon
40 stress 25 you picture debauched and bloody games15 random positive quirk suppressed desires awaken15 random negative quirk suppressed desires awaken10 any loot x2  167 the blood x2 wagers long forgotten20 nothing the remains yield nothing,,darkestdungeon
15 random negative quirk suppressed desires awaken,,darkestdungeon
10 any loot x2  167 the blood x2 wagers long forgotten,,darkestdungeon
20 nothing the remains yield nothing,,darkestdungeon
forgotten delicaciesbody food haunted unholy ccrave,,darkestdungeon
body food haunted unholy ccrave,,darkestdungeon
medicinal herbs precise use of herbs purifies the tainted remains,,darkestdungeon
20 goldsupplies x4  supplies x1  25 the blood there are valuables scattered about the repast20 negative quirk stress eater what a peculiar flavour20 blight it is tainted133 disease crimson curse there is nothing but rot inside the seemingly fresh morsels67 random disease there is nothing but rot inside the seemingly fresh morsels20 nothing there remains nothing worthy of your time,,darkestdungeon
20 blight it is tainted,,darkestdungeon
133 disease crimson curse there is nothing but rot inside the seemingly fresh morsels,,darkestdungeon
67 random disease there is nothing but rot inside the seemingly fresh morsels,,darkestdungeon
20 nothing there remains nothing worthy of your time,,darkestdungeon
hooded shrewhaunted unholy,,darkestdungeon
the blood blood for treasuretrinket x2,,darkestdungeon
the blood blood for treasure,,darkestdungeon
428 stress 15 the urchins arcane mutterings stir deep terror within285 any loot x1 the shrew seems oblivious to the heros pilfering76 random disease the shrews filthy grasp is like iron and its nails rake the hero142 nothing the supplicant does not seem to notice the hero,,darkestdungeon
428 stress 15 the urchins arcane mutterings stir deep terror within,,darkestdungeon
76 random disease the shrews filthy grasp is like iron and its nails rake the hero,,darkestdungeon
142 nothing the supplicant does not seem to notice the hero,,darkestdungeon
wizened shrewhaunted unholy,,darkestdungeon
the blood from a hidden fold the shrew offers up a rare treasuretrinket x3,,darkestdungeon
the blood from a hidden fold the shrew offers up a rare treasure,,darkestdungeon
76 random disease the shrews filthy grasp is like iron and its nails rake the hero50 scouting a greasy vellum is proffered to the hero333 the being mutters an incantation and nothing happens the shrew performs a strange ritual but the results seem positive25 nothing the supplicant is incoherent and penniless harmless,,darkestdungeon
50 scouting a greasy vellum is proffered to the hero,,darkestdungeon
25 nothing the supplicant is incoherent and penniless harmless,,darkestdungeon
pile of strange bonesunholy scrounging haunted knowledge,,darkestdungeon
unholy scrounging haunted knowledge,,darkestdungeon
a heap of peculiar bones and dusty sinew litters the floorthis curio can only appear alongcorridors,,darkestdungeon
bandage these bones hold richesbandage these bones hold richesthe blood these bones hold richesany loot x1 50the blood 167 50summon a supplicant sycophant  esquire,,darkestdungeon
bandage these bones hold riches,,darkestdungeon
the blood these bones hold riches,,darkestdungeon
any loot x1 50,,darkestdungeon
the blood 167 50,,darkestdungeon
summon a supplicant sycophant  esquire,,darkestdungeon
50 bleed an insectoid mandible pierces the heros skin20 any loot x2  167 the blood baubles and other items of value are found in the grisly remains10 disease crimson curse your blood is tainted with a strange infection20 nothing these remains hold no danger nor anything of value either,,darkestdungeon
10 disease crimson curse your blood is tainted with a strange infection,,darkestdungeon
20 nothing these remains hold no danger nor anything of value either,,darkestdungeon
throbbing cockoonsknowledge scrounging ccrave,,darkestdungeon
knowledge scrounging ccrave,,darkestdungeon
shifting and bulging organisms hide behind translucent walls,,darkestdungeon
torch sweet relief as the eggs turn to ashstress heal 30 courtyard only,,darkestdungeon
torch sweet relief as the eggs turn to ash,,darkestdungeon
125 nothing disgusting viscera and not much else,,darkestdungeon
the hive is twisted and unnatural  the work of cursed vermin,,darkestdungeon
torch the vermin sizzle and pop as the hive burns to ashany loot x3  167 blood,,darkestdungeon
torch the vermin sizzle and pop as the hive burns to ash,,darkestdungeon
75 any loot x2  20 blood the hive holds valuables25 bleed the hives inhabitants sting and bite the heros exposed flesh,,darkestdungeon
25 bleed the hives inhabitants sting and bite the heros exposed flesh,,darkestdungeon
you can see that some of the bottles are still intact,,darkestdungeon
antivenom a pleasant vintage,,darkestdungeon
417 the blood 333 x2  any loot x1  goldsupplies x4 there is loot in the broken glass167 negative quirk tippler a sip uncorks a disturbing new habit167 disease crimson curse what terrible fortune83 scouting you find a map in an empty bottle83 bleed take more care sorting through broken glass83 nothing nothing but broken glass and wood splinters,,darkestdungeon
417 the blood 333 x2  any loot x1  goldsupplies x4 there is loot in the broken glass,,darkestdungeon
167 disease crimson curse what terrible fortune,,darkestdungeon
83 scouting you find a map in an empty bottle,,darkestdungeon
glittering crystals spill onto the groundthis curio can only appear insiderooms,,darkestdungeon
heal 90 of max hp,,darkestdungeon
skeleton key opens a hidden compartmentfood x612  any supplies  trinket,,darkestdungeon
food x612  any supplies  trinket,,darkestdungeon
66 laudanummedicinal herbsfood33 nothing,,darkestdungeon
66 laudanummedicinal herbsfood,,darkestdungeon
heal 65 of max hp party,,darkestdungeon
trinket mildreds locket first encounter onlyany trinketshards subsequent encounters,,darkestdungeon
trinket mildreds locket first encounter only,,darkestdungeon
any trinketshards subsequent encounters,,darkestdungeon
ancestors knapsacktreasure scrounging hauntedcan only be found in thedarkest dungeonor inwolves at the door,,darkestdungeon
treasure scrounging hauntedcan only be found in thedarkest dungeonor inwolves at the door,,darkestdungeon
100 goldgems x5 ancestral trinket x1,,darkestdungeon
trinket chestcan only be found during a boss quest in thecourtyard,,darkestdungeon
can only be found during a boss quest in thecourtyard,,darkestdungeon
skeleton keyany loot x2,,darkestdungeon
a colored key,,darkestdungeon
treasurecan only be found insidesecret rooms,,darkestdungeon
skeleton key the secret compartment contains great treasurescollector trinketpuzzling trapezohedron x3,,darkestdungeon
collector trinketpuzzling trapezohedron x3,,darkestdungeon
100 goldgems x3 someone left behind quite a stash,,darkestdungeon
can only be found on theold road,,darkestdungeon
something is not quite right with this one,,darkestdungeon
skeleton key the key is used to safely open the chesttrinket x2,,darkestdungeon
100 blight its trapped,,darkestdungeon
brigands tentscroungingcan only be found on theold roadwhen not instygian mode,,darkestdungeon
scroungingcan only be found on theold roadwhen not instygian mode,,darkestdungeon
clearly where the ambushers camp,,darkestdungeon
transcendent terrorcan only be found on theold roadinstygian mode,,darkestdungeon
can only be found on theold roadinstygian mode,,darkestdungeon
surely nothing good can come of a dialogue with the dead,,darkestdungeon
throbbing cockoonscan be found in the four main areas when the infestation level is high note this is diffefent from the one found in thecourtyard,,darkestdungeon
can be found in the four main areas when the infestation level is high note this is diffefent from the one found in thecourtyard,,darkestdungeon
battle with a gatekeeper and a mixture of manservant supplicant or sycophant,,darkestdungeon
the object of beastman worshipthis curio only appears inside the warrens,,darkestdungeon
quest progress 13,,darkestdungeon
cannot interact without quest item,,darkestdungeon
consecrated essence the altar has been purifiedquest progress 13,,darkestdungeon
consecrated essence the altar has been purified,,darkestdungeon
a doctors toolkitthis curio only appears inside the weald,,darkestdungeon
quest item 1 grain sack a sack of uneaten grain  the object of your search,,darkestdungeon
a blighted fattened corpse questthis curio only appears inside the weald,,darkestdungeon
potent salve the infected corpse has been cleansedquest progress 13,,darkestdungeon
potent salve the infected corpse has been cleansed,,darkestdungeon
hand of glory a cry is heard the creature squirmsquest progress 13,,darkestdungeon
hand of glory a cry is heard the creature squirms,,darkestdungeon
this must be it  the beginning of the endthis curio only appears inside the darkest dungeon quest 3,,darkestdungeon
a stanchion against the spreading corruption questthis curio only appears inside the cove,,darkestdungeon
the blood x35 the object of your search,,darkestdungeon
a longforgotten strongbox sits on the cold stone floor its contents unknown,,darkestdungeon
skeleton keyshovelany loot x3666 any loot x2333 nothing,,darkestdungeon
100 goldgems x2,,darkestdungeon
